ENTPID,ITEMID,ITEMLL,FRNID,FRNLL,RAYID,CIRCUITLL,MNFID,LOCID,SUM(NBPRISEPREP)
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,4,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,183,1
970,7627803,PLAID DOUDOU CORAL   810,12449,MPX IMPORT,50,BLANP 15/12,16422,633,1
970,7627154,DDB LITEAU CHAIN     810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,14,1
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,820,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1193,2
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,37,2
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,184,1
970,5121475,COUETTE ANTHRAC 220  990,110629,ABEIL SAS,50,BLANP 15/12,16422,189,1
970,7627047,2 GANTS UNIS         590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,226,1
970,7629178,HC 240 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1147,2
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,56,1
970,7629187,HC 260 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,885,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1246,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,49,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,1151,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,754,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1516,3
970,5121475,COUETTE ANTHRAC 220  990,110629,ABEIL SAS,50,BLANP 15/12,16422,1889,1
970,5120038,GANTS 0 TWIST BLANC  B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,905,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,2843,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,909,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,2893,1
970,5121040,MAXI DB UNI          B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,20,2
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,810,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,21,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,67,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,763,2
970,7629183,HC 240 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,875,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,187,2
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,395,2
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1238,1
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,3,1
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,786,2
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,904,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1598,1
970,7627114,LOT SERV ET DB       590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1301,1
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,136,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,144,1
970,7627009,TORCH COT SLUB RAYE  ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,158,1
970,7627009,TORCH COT SLUB RAYE  ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,240,1
970,7627065,SERVIETTE INV UNI    651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,803,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,955,2
970,7628317,COUETTE MICRO 400G   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,190,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,143,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,195,3
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,192,1
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1238,2
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,58,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,136,2
970,7627160,SERV LITEAU PLISSE   650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,814,1
970,7629183,HC 240 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1146,1
970,7629183,HC 240 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,413,1
970,7628317,COUETTE MICRO 400G   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,1347,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,1232,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,2757,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,813,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,229,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,237,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,754,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,193,2
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,1158,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,2472,1
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,317,1
970,7627959,COUETTE POIS 240     600,110629,ABEIL SAS,50,BLANP 15/12,16422,827,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,757,2
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,413,3
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1147,4
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,1886,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,822,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1238,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,884,3
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1166,3
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,807,2
970,7627096,MAXI DB UNI          700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1301,1
970,7627186,LOT240 CODY TERRAC   190,12449,MPX IMPORT,50,BLANP 15/12,16422,213,1
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,144,2
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,463,2
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,3,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,790,1
970,7627112,LOT SERV ET DB       650,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1026,2
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,909,1
970,5120038,GANTS 0 TWIST BLANC  B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,463,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,169,1
970,5200366,50ASS.BLANCHE 18CM CARTON MPX,103869,CO.DI.MA SARL,68,BLANP 15/12,16356,189,1
970,5200366,50ASS.BLANCHE 18CM CARTON MPX,103869,CO.DI.MA SARL,68,BLANP 15/12,16356,1151,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1355,1
970,7633468,POKE BALL PACK       M00,15172,MATTEL FRANCE SA,55,BLANP 15/12,16151,2843,1
970,7633468,POKE BALL PACK       M00,15172,MATTEL FRANCE SA,55,BLANP 15/12,16151,186,1
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,1326,1
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,56,1
970,7627077,SERVIETTE UNI        651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,806,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,888,1
970,7627959,COUETTE POIS 240     600,110629,ABEIL SAS,50,BLANP 15/12,16422,1516,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,20,1
970,7627154,DDB LITEAU CHAIN     810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,2481,3
970,7627170,DDB LITEAU PLISSE    650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,226,1
970,7627170,DDB LITEAU PLISSE    650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,1196,1
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,803,1
970,7627065,SERVIETTE INV UNI    651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,223,1
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1827,1
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,822,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,2884,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,756,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,782,1
970,7627114,LOT SERV ET DB       590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,365,2
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,782,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,805,1
970,7627047,2 GANTS UNIS         590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,803,1
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,285,4
970,7627799,PLAID DOUDOU CORAL   550,12449,MPX IMPORT,50,BLANP 15/12,16422,963,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,900,1
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,35,2
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1640,1
970,7629183,HC 240 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,770,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,166,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,19,3
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,463,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,902,3
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,694,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,1158,1
970,7627009,TORCH COT SLUB RAYE  ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,820,1
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,875,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,905,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,187,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,898,3
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,751,3
970,5121475,COUETTE ANTHRAC 220  990,110629,ABEIL SAS,50,BLANP 15/12,16422,246,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,1360,1
970,7627096,MAXI DB UNI          700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,193,1
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,113,2
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,822,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,813,1
970,7627112,LOT SERV ET DB       650,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,170,2
970,7627112,LOT SERV ET DB       650,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1795,2
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,820,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,965,3
970,7633468,POKE BALL PACK       M00,15172,MATTEL FRANCE SA,55,BLANP 15/12,16151,29,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,806,1
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,211,1
970,7627102,MAXI DB UNI          590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1166,1
970,7629195,DP UNI               691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,21,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1166,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,789,3
970,7627959,COUETTE POIS 240     600,110629,ABEIL SAS,50,BLANP 15/12,16422,752,1
970,7629221,DH 160 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,2018,1
970,5121040,MAXI DB UNI          B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,751,2
970,7627154,DDB LITEAU CHAIN     810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,1202,1
970,7627797,PLAID DOUDOU CORAL   690,12449,MPX IMPORT,50,BLANP 15/12,16422,237,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1353,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,213,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1429,3
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,879,1
970,7627096,MAXI DB UNI          700,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,875,1
970,7627015,ESSUIE MAIN NA       ASSORTI,12449,MPX IMPORT,50,BLANP 15/12,16422,234,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,827,3
970,7629187,HC 260 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1147,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1355,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,770,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,877,1
970,7627799,PLAID DOUDOU CORAL   550,12449,MPX IMPORT,50,BLANP 15/12,16422,1900,1
970,7629178,HC 240 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,314,1
970,7629178,HC 240 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,60,2
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,2609,1
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1644,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1350,1
970,5121475,COUETTE ANTHRAC 220  990,110629,ABEIL SAS,50,BLANP 15/12,16422,237,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,58,1
970,5121040,MAXI DB UNI          B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,763,2
970,5121040,MAXI DB UNI          B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,195,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,388,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,369,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,143,1
970,7627071,SERVIETTE UNI        851,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,908,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,37,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,893,1
970,7629160,TAIE RECT UNIE       691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,413,1
970,7627065,SERVIETTE INV UNI    651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,2018,1
970,7627137,DDB LITEAU HILO      810,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1888,3
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,797,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,144,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,795,1
970,7627877,COUETTE CO MICRO140  691,110629,ABEIL SAS,50,BLANP 15/12,16422,908,1
970,7628317,COUETTE MICRO 400G   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,369,1
970,7629273,TT UNI               551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,885,1
970,7628317,COUETTE MICRO 400G   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,25,1
970,7629193,DP UNI               551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1888,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,1232,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,322,1
970,4000139,PRISUNIC ET LE DESIGN,6047,DNL DISTRIBUTION /INTERFORUM,53,BLANP 15/12,16223,774,1
970,5121475,COUETTE ANTHRAC 220  990,110629,ABEIL SAS,50,BLANP 15/12,16422,223,1
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,192,2
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,365,2
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1202,2
970,7627160,SERV LITEAU PLISSE   650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,1565,1
970,7629183,HC 240 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,780,1
970,7629218,DH 140 UNI           692,103553,VISTEX LIMITED,50,BLANP 15/12,16544,53,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1890,1
970,7627148,2GANTS LITEAU CHAIN  810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,382,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,3,1
970,7629209,DH 90 UNI            691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1645,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,42,1
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,822,1
970,7629164,TAIE RECT UNIE       552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1829,1
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,902,1
970,7627104,MAXI DB UNI          651,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,847,1
970,7629214,DH 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,813,1
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,893,3
970,7629226,DH 160 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,33,2
970,7627962,COUETTE CO MICRO220  691,110629,ABEIL SAS,50,BLANP 15/12,16422,19,1
970,7628314,COUETTE 140  MICRO   B00,110629,ABEIL SAS,50,BLANP 15/12,16422,25,2
970,7627165,2GANTS LITEAU PLISSE 650,103030,"FELPINTER INDUSTRIAS TEXTEIS,SA",50,BLANP 15/12,16422,1504,1
970,7627075,SERVIETTE UNI        590,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,246,1
970,7629195,DP UNI               691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,955,1
970,7627959,COUETTE POIS 240     600,110629,ABEIL SAS,50,BLANP 15/12,16422,19,1
970,7627880,COUETTE CO MICRO140  991,110629,ABEIL SAS,50,BLANP 15/12,16422,234,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,830,1
970,7629154,TC UNIE              551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,1751,3
970,7629156,TC UNIE              552,103553,VISTEX LIMITED,50,BLANP 15/12,16544,819,3
970,7627965,COUETTE CO MICRO220  190,110629,ABEIL SAS,50,BLANP 15/12,16422,211,1
970,7629206,DH 90 UNI            551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,413,1
970,7627154,DDB LITEAU CHAIN     810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,2843,1
970,7627154,DDB LITEAU CHAIN     810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,58,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,173,2
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,179,1
970,7629172,HC 140 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,909,1
970,7627140,SERV LITEAU CHAIN    810,14622,BELFAMA EMPRESA TEXTIL LDA,50,BLANP 15/12,16422,22,2
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,905,2
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,388,1
970,7629178,HC 240 UNI           551,103553,VISTEX LIMITED,50,BLANP 15/12,16544,18,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,839,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,189,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,320,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,816,1
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,958,2
970,6261508,HANDYB 80%R LIEN ULTRARESIST 3,1689,MELITTA-FRANCE SAS,67,BLANP 15/12,16418,314,1
970,5120038,GANTS 0 TWIST BLANC  B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,166,1
970,7629152,TC UNIE              691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,183,2
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1334,1
970,5120055,SERV 0 TWIST BLANC   B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,1751,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,213,1
970,5120913,DB 0 TWIST BLANC     B00,15933,VILLAFELPOS-COMERCIO IND.TEXTIL SA,50,BLANP 15/12,16422,853,1
970,5200366,50ASS.BLANCHE 18CM CARTON MPX,103869,CO.DI.MA SARL,68,BLANP 15/12,16356,1907,1
970,7629174,HC 140 UNI           691,103553,VISTEX LIMITED,50,BLANP 15/12,16544,955,1
